id,emoji,name,description,keywords,sentiment_label,sentiment_score
302,🤶,Mrs. Claus,"Mother Christmas, more commonly known as Mrs. Claus, is the wife of Santa Claus. Displayed as an older woman with glasses and a festive red and white bonnet. See also: Christmas emoji list.",mrs claus wife mother christmas commonly santa known,NEGATIVE,0.6101030707359314
303,🧑‍🎄,🎄 Mx Claus,"An older person wearing a red Christmas (aka ""Santa"") hat. Does not represent any specific character in folklore. Mx Claus provides a gender inclusive alternative to 🎅 Santa Claus or 🤶 Mrs. Claus.",folklore mx claus santa mrs alternative aka hat christmas,NEGATIVE,0.8699386715888977
304,🦸,Superhero,"A hero which may be displayed as a man,woman or gender-neutral / gender-inclusive depending on the platform. This base emoji does not specify a gender, but is used to create the emojis for Man Superhero and Woman Superhero.",emojis man superhero woman create base emoji,NEGATIVE,0.996971845626831
305,🦸‍♂️,♂️ Man Superhero,"The Man Superhero emoji is a ZWJ sequence combining 🦸 Superhero, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man superhero emoji zwj sequence display single,NEGATIVE,0.9973418116569519
306,🦸‍♀️,♀️ Woman Superhero,"The Woman Superhero emoji is a ZWJ sequence combining 🦸 Superhero, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman superhero emoji zwj sequence display single,NEGATIVE,0.9975801706314087
307,🦹,Supervillain,"A villain which may be displayed as a man,woman or gender-neutral / gender-inclusive depending on the platform. This base emoji does not specify a gender, but is used to create the emojis for Man Supervillain and Woman Supervillain.",emojis man supervillain create base emoji platform woman villain displayed,NEGATIVE,0.9977265000343323
308,🦹‍♂️,♂️ Man Supervillain,"The Man Supervillain emoji is a ZWJ sequence combining 🦹 Supervillain, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man supervillain emoji zwj sequence display single,NEGATIVE,0.997917115688324
309,🦹‍♀️,♀️ Woman Supervillain,"The Woman Supervillain emoji is a ZWJ sequence combining 🦹 Supervillain, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman supervillain emoji zwj sequence display single,NEGATIVE,0.9977343082427979
310,🧙,Mage,Mage was approved as part of Unicode 10.0 in 2017 and added to Emoji 5.0 in 2017.,mage approved unicode 10 2017 added emoji,NEGATIVE,0.8428264856338501
311,🧙‍♂️,♂️ Man Mage,"The Man Mage emoji is a ZWJ sequence combining 🧙 Mage, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man mage emoji zwj sequence display single supported,NEGATIVE,0.9981282353401184
312,🧙‍♀️,♀️ Woman Mage,"The Woman Mage emoji is a ZWJ sequence combining 🧙 Mage, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman mage emoji zwj sequence display single supported,NEGATIVE,0.9980423450469971
313,🧚,Fairy,Fairy was approved as part of Unicode 10.0 in 2017 and added to Emoji 5.0 in 2017.,fairy approved unicode 2017 added emoji 10,NEGATIVE,0.763389527797699
314,🧚‍♂️,♂️ Man Fairy,"The Man Fairy emoji is a ZWJ sequence combining 🧚 Fairy, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man fairy emoji zwj sequence display single male sign,NEGATIVE,0.9982579350471497
315,🧚‍♀️,♀️ Woman Fairy,"The Woman Fairy emoji is a ZWJ sequence combining 🧚 Fairy, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman fairy emoji zwj sequence display single,NEGATIVE,0.9982308745384216
316,🧛,Vampire,"A vampire shown wearing a dark cape, and with pointed fangs. This emoji supports skin tones, and variations that are female or male.",vampire shown wearing pointed fangs emoji supports cape,NEGATIVE,0.6521763205528259
317,🧛‍♂️,♂️ Man Vampire,"The Man Vampire emoji is a ZWJ sequence combining 🧛 Vampire, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man vampire emoji zwj sequence single,NEGATIVE,0.9983910918235779
318,🧛‍♀️,♀️ Woman Vampire,"The Woman Vampire emoji is a ZWJ sequence combining 🧛 Vampire, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman vampire emoji zwj sequence supported,NEGATIVE,0.9983952641487122
319,🧜,Merperson,"A merperson who may be referred to as merfolk or merpeople in plural. May be used for the display of a mermaid, mergirl, merwoman, or merman.",merperson referred merfolk merpeople plural mermaid mergirl merwoman used,POSITIVE,0.8320977687835693
320,🧜‍♂️,♂️ Merman,"The Merman emoji is a ZWJ sequence combining 🧜 Merperson, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",merman emoji zwj sequence display single supported,NEGATIVE,0.9983701109886169
321,🧜‍♀️,♀️ Mermaid,"The Mermaid emoji is a ZWJ sequence combining 🧜 Merperson, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",mermaid emoji zwj sequence display single supported,NEGATIVE,0.9977055191993713
322,🧝,Elf,Creatures with pointed ears and human-like faces. Female and male elves are available.,creatures pointed ears female male elves available human,POSITIVE,0.9978001713752747
323,🧝‍♂️,♂️ Man Elf,"The Man Elf emoji is a ZWJ sequence combining 🧝 Elf, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man elf emoji zwj sequence display single male sign supported,NEGATIVE,0.9982389211654663
324,🧝‍♀️,♀️ Woman Elf,"The Woman Elf emoji is a ZWJ sequence combining 🧝 Elf, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman elf emoji zwj display single sequence supported,NEGATIVE,0.9982516169548035
325,🧞,Genie,"A supernatural being, which is generally shown to be imprisoned within a bottle or lamp. May be capable of granting wishes when summoned. Variations exist for a female genie or male genie.",exist female genie capable granting wishes male summoned,NEGATIVE,0.8866086006164551
326,🧞‍♂️,♂️ Man Genie,"The Man Genie emoji is a ZWJ sequence combining 🧞 Genie, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man genie emoji zwj sequence display single,NEGATIVE,0.9983230233192444
327,🧞‍♀️,♀️ Woman Genie,"The Woman Genie emoji is a ZWJ sequence combining 🧞 Genie, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman genie emoji zwj sequence display single,NEGATIVE,0.9982900023460388
328,🧟,Zombie,"A reanimated human, often found in works of horror fiction. May have a female or male appearance.",reanimated human horror fiction female works male,POSITIVE,0.9444185495376587
329,🧟‍♂️,♂️ Man Zombie,"The Man Zombie emoji is a ZWJ sequence combining 🧟 Zombie, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man zombie emoji zwj sequence display single,NEGATIVE,0.9986140727996826
330,🧟‍♀️,♀️ Woman Zombie,"The Woman Zombie emoji is a ZWJ sequence combining 🧟 Zombie, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman zombie emoji zwj sequence display single,NEGATIVE,0.9986360669136047
331,💆,Person Getting Massage,A person getting his or her face massaged.,getting face massaged person,NEGATIVE,0.9924473762512207
332,💆‍♂️,♂️ Man Getting Massage,The male version of the 💆 Face Massage emoji.,face massage emoji male version,NEGATIVE,0.9929589033126831
333,💆‍♀️,♀️ Woman Getting Massage,"The Woman Getting Massage emoji is a ZWJ sequence combining 💆 Person Getting Massage, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",massage emoji zwj getting sequence single display,NEGATIVE,0.9983810186386108
334,💇,Person Getting Haircut,"A person in the process of getting their hair cut. This emoji is intended to be gender-neutral, but is commonly shown as a girl or woman smiling, with scissors shown open next to the hair on her head.",hair cut emoji intended smiling scissors shown gender,NEGATIVE,0.9898597598075867
335,💇‍♂️,♂️ Man Getting Haircut,"The Man Getting Haircut emoji is a ZWJ sequence combining 💇 Person Getting Haircut, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",haircut emoji zwj getting sequence single display,NEGATIVE,0.9986836314201355
336,💇‍♀️,♀️ Woman Getting Haircut,The female version of the 💇 Haircut emoji. Currently identical in appearance to the non-gendered base emoji.,version haircut emoji currently gendered base female identical,NEGATIVE,0.9768962264060974
337,🚶,Person Walking,"A person going for a walk. Taking a slow-medium pace, this person would be a runner if they picked up their speed.",pace person runner picked speed medium walk taking slow,POSITIVE,0.9858070611953735
338,🚶‍♂️,♂️ Man Walking,The male version of the 🚶 Pedestrian emoji. Currently identical in appearance to the non-gendered base emoji.,version pedestrian emoji currently gendered base identical male,NEGATIVE,0.9847080707550049
339,🚶‍♀️,♀️ Woman Walking,The female version of the 🚶 Pedestrian emoji.,version pedestrian emoji female,NEGATIVE,0.9892894625663757
340,🧍,Person Standing,"A person standing upright. Commonly used to convey awkwardness, particularly on TikTok.",person standing upright commonly awkwardness particularly tiktok used,POSITIVE,0.9693356156349182
341,🧍‍♂️,♂️ Man Standing,"A man standing upright. Commonly used to convey awkwardness, particularly on TikTok.",man standing upright commonly awkwardness particularly tiktok used,POSITIVE,0.9913483262062073
342,🧍‍♀️,♀️ Woman Standing,"A person standing upright. Commonly used to convey awkwardness, particularly on TikTok.",person standing upright commonly awkwardness particularly tiktok used,POSITIVE,0.9693356156349182
343,🧎,Person Kneeling,"A person kneeling on both knees. May be used to represent someone in prayer, or a person resting on the floor.",person kneeling knees used represent,NEGATIVE,0.989698588848114
344,🧎‍♂️,♂️ Man Kneeling,"The Man Kneeling emoji is a ZWJ sequence combining 🧎 Person Kneeling, Zero Width Joiner and ♂️ Male Sign. These display as a single emoji on supported platforms.",man kneeling emoji zwj sequence display single,NEGATIVE,0.9987596273422241
345,🧎‍♀️,♀️ Woman Kneeling,"The Woman Kneeling emoji is a ZWJ sequence combining 🧎 Person Kneeling, Zero Width Joiner and ♀️ Female Sign. These display as a single emoji on supported platforms.",woman kneeling emoji zwj sequence display single,NEGATIVE,0.9986855387687683
346,🧑‍🦯,🦯 Person with White Cane,"The Person with White Cane emoji is a ZWJ sequence combining 🧑 Person, Zero Width Joiner and 🦯 White Cane. These display as a single emoji on supported platforms.",white cane emoji zwj sequence person display single,NEGATIVE,0.9981136322021484
347,👨‍🦯,🦯 Man with White Cane,"The Man with White Cane emoji is a ZWJ sequence combining 👨 Man, Zero Width Joiner and 🦯 White Cane. These display as a single emoji on supported platforms.",white cane emoji zwj sequence man display single,NEGATIVE,0.9979459643363953
348,👩‍🦯,🦯 Woman with White Cane,"The Woman with White Cane emoji is a ZWJ sequence combining 👩 Woman, Zero Width Joiner and 🦯 White Cane. These display as a single emoji on supported platforms.",white cane emoji zwj sequence woman display single,NEGATIVE,0.9980181455612183
349,🧑‍🦼,🦼 Person in Motorized Wheelchair,"The Person in Motorized Wheelchair emoji is a ZWJ sequence combining 🧑 Person, Zero Width Joiner and 🦼 Motorized Wheelchair. These display as a single emoji on supported platforms.",motorized wheelchair emoji zwj sequence person supported,NEGATIVE,0.9984715580940247
